run,normalization_method,activation_function,learning_rate,nodes,layers,epoch,loss,validation,modelname,option,mean_std
0,no-norm,relu,0.01,"[8, 8]",2,89,0.00024322773970197886,0.0014644640032202005,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,90,0.0003036446578335017,0.0002488198224455118,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,91,0.00021267736156005412,0.0012768115848302841,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,92,0.0003512354160193354,0.00012201766367070377,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,93,0.00020256602147128433,0.0003546966181602329,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,94,0.00018801644910126925,0.000850170268677175,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,95,0.00023201637668535113,0.00035894231405109167,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,96,0.00025968984118662775,0.000210588812478818,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,97,0.0003121752815786749,0.00040148122934624553,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,98,0.00028390620718710124,0.00010449722321936861,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,99,0.00017827548435889184,0.0006826898897998035,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,100,0.0002256868756376207,0.00029531517066061497,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,101,0.0003036657872144133,0.0017870337469503284,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,102,0.00038475883775390685,0.0003802789724431932,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,103,0.00021218111214693636,0.0005669733509421349,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,104,0.00019652459013741463,0.000535848899744451,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,105,0.0002444011333864182,0.0005780697683803737,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,106,0.0002027304726652801,0.0005699273315258324,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,107,0.0001880362833617255,0.0005842918762937188,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,108,0.00032728814403526485,0.00026177577092312276,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,109,0.00024539316655136645,0.0010260202689096332,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,110,0.00024987859069369733,0.0021338004153221846,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,111,0.00023730736575089395,0.0009735335479490459,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,112,0.00023782500647939742,0.00038760353345423937,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,113,0.00020425325783435255,0.00020326528465375304,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,114,0.00024169101379811764,0.0007758995052427053,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,115,0.0002413378970231861,0.0009331449400633574,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,116,0.00024059289717115462,0.0006586352828890085,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,117,0.00021261002984829247,0.0005315281450748444,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,118,0.00021381072292570025,0.0008412591414526105,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,119,0.0002557674306444824,0.0006099004531279206,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,120,0.00020487607980612665,9.959564340533689e-05,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,121,0.0001900104252854362,0.00022940830967854708,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,122,0.00022983161034062505,0.005157665349543095,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,123,0.0003439422289375216,0.00015403142606373876,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,124,0.00021671292779501528,0.0005814243340864778,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,125,0.0002261510817334056,0.00020710367243736982,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,126,0.0001702902518445626,0.0003764835128095001,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,127,0.00023184914607554674,0.000516858184710145,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,128,0.00042384283733554184,0.00017694366397336125,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,129,0.0001485270622652024,0.0005263625062070787,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,130,0.000407834246288985,0.00023349140246864408,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,131,0.00016111372679006308,0.00175188179127872,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,132,0.0002590385847724974,9.946554200723767e-05,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,133,0.0001762058527674526,0.0002745511301327497,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,134,0.0001895359018817544,0.001560541451908648,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,135,0.00023431784939020872,0.000296076264930889,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,136,0.00022357405396178365,0.0005999848362989724,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,137,0.00018621800700202584,0.0004855229053646326,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,138,0.00022669433383271098,0.0006868541822768748,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,139,0.00027406177832745016,0.00020492682233452797,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,140,0.00017974711954593658,0.000545285816770047,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,141,0.00019889228860847652,0.0005571544752456248,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,142,0.00023249599325936288,0.0006024225731380284,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,143,0.0002071847702609375,0.00025751383509486914,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,144,0.0002643850748427212,0.0003508912632241845,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,145,0.00021220331836957484,0.0011175607796758413,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,146,0.00026456991326995194,0.00030380598036572337,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,147,0.0001541000819997862,0.0001418675237800926,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,148,0.0002304439403815195,0.0006102552870288491,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,149,0.00023616038379259408,0.0005449134623631835,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,150,0.0002834338811226189,0.00014605504111386836,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,151,0.00016464969667140394,0.00013713350926991552,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,152,0.00023799517657607794,0.0006534740678034723,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,153,0.0001802438055165112,0.000981162185780704,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,154,0.000266765448031947,0.00034373789094388485,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,155,0.00022112514125183225,0.0012638109037652612,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,156,0.0002457985538057983,0.0001287976192543283,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,157,0.0001637991372263059,0.00027324564871378243,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,158,0.00019441409676801413,0.0038729773368686438,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,159,0.0005645315395668149,0.0004357130383141339,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,160,0.00021255981118883938,0.000530699675437063,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,161,0.00016795106057543308,0.00023787278041709214,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,162,0.00017023169493768364,0.00018367855227552354,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,163,0.0001946234842762351,0.00024059927091002464,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,164,0.0002298698527738452,0.0020432844758033752,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,165,0.00021703318634536117,0.00010665823356248438,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,166,0.00022605678532272577,0.00015311420429497957,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,167,0.00015595107106491923,0.0002100601268466562,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,168,0.00017984984151553363,0.000505299714859575,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,169,0.0001946174306795001,0.0001852111454354599,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,170,0.00017384531383868307,8.347017865162343e-05,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,171,0.00029946115682832897,0.00020945709547959268,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,172,0.00018550650565885007,0.00026583785074763,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,173,0.00020604037854354829,0.0002766462857834995,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,174,0.00028512306744232774,0.00026239120052196085,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,175,0.00018703391833696514,0.00025184618425555527,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,176,0.00016736776160541922,0.0003837157564703375,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,177,0.00023766887898091227,0.00034380622673779726,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,178,0.00016632615006528795,0.0003251832094974816,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
0,no-norm,relu,0.01,"[8, 8]",2,179,0.00019275797239970416,0.00022489290859084576,1824968eb66d4ca1861351fb7b1bb6c0,option_3,"{'u_t_data_norm': [0, 1], 'v_t_data_norm': [0, 1], 'u_dot_t_data_norm': [0, 1], 'v_dot_t_data_norm': [0, 1]}"
